-1.75 -1.75 -1.75 -2.12 -1.44 5.94 2.06 3.06 2.38 2.00 1.56 1.25 0.62 0.81 1.06 1.25 1.12 0.88 -0.19 -0.69 -0.69 -0.81
-1.81 -1.75 -1.75 -2.06 -1.06 6.44 2.44 3.25 2.62 2.25 1.81 1.44 0.81 0.94 1.12 1.31 1.12 0.88 -0.19 -0.56 -0.31 -0.25
-1.81 -1.81 -1.75 -1.88 -0.94 7.06 2.06 2.94 2.56 2.31 1.94 1.50 0.81 0.94 1.00 1.06 1.06 0.81 -0.12 -0.50 -0.19 -0.06
-1.69 -1.75 -1.75 -1.69 -1.25 7.38 1.56 2.81 2.50 2.19 1.81 1.31 0.62 0.69 0.69 0.75 0.88 0.69 0.06 -0.19 -0.06 -0.12
-1.56 -1.56 -1.62 -1.50 -1.50 7.50 1.56 2.56 2.06 1.62 1.38 1.06 0.56 0.69 0.69 0.81 0.94 0.88 0.06 -0.00 -0.06 -0.19
-1.50 -1.44 -1.38 -1.38 -1.31 7.38 1.69 2.19 1.56 1.38 1.31 1.25 0.81 1.12 1.12 1.25 1.12 0.88 -0.00 0.12 0.06 -0.00
-1.44 -1.38 -1.31 -1.44 -0.75 7.06 1.81 2.31 1.69 1.69 1.69 1.62 1.12 1.38 1.44 1.50 1.12 0.56 -0.19 -0.06 0.06 0.25
-1.19 -1.31 -1.38 -1.38 -0.50 7.06 1.81 2.50 1.88 1.81 1.81 1.69 1.12 1.38 1.38 1.31 0.94 0.19 -0.44 -0.31 -0.12 0.19
-0.81 -1.00 -1.19 -1.00 -1.00 7.69 1.38 2.12 1.69 1.62 1.62 1.50 0.88 1.12 1.00 0.94 0.56 -0.25 -0.50 -0.25 -0.12 -0.00
-0.50 -0.62 -0.75 -0.75 -1.38 8.81 1.44 1.56 1.31 1.25 1.19 0.94 0.69 0.81 0.75 0.62 0.19 -0.44 -0.50 -0.25 -0.12 -0.12
-0.31 -0.44 -0.38 -0.94 -0.12 6.81 2.12 1.38 1.25 1.12 1.06 0.69 0.69 0.75 0.75 0.44 -0.00 -0.44 -0.44 -0.19 -0.06 -0.19
-0.12 -0.31 -0.12 -1.31 1.88 2.50 1.81 1.19 1.31 1.25 1.25 0.81 0.69 0.75 0.75 0.44 0.06 -0.31 -0.38 -0.12 -0.00 -0.19
0.12 -0.12 0.06 -1.88 4.19 0.81 1.38 1.12 1.25 1.19 1.06 0.62 0.50 0.62 0.69 0.56 0.12 -0.19 -0.31 -0.06 0.06 0.06
0.38 0.12 -0.00 -1.31 6.00 1.38 1.81 1.50 1.31 1.12 0.88 0.62 0.44 0.56 0.56 0.44 -0.00 -0.25 -0.19 -0.00 0.12 0.19
0.38 0.25 -0.06 0.31 6.06 2.50 2.50 2.06 1.69 1.44 1.19 1.00 0.62 0.69 0.50 0.25 -0.12 -0.31 -0.12 0.06 0.12 0.12
-0.81 -0.38 -0.44 1.06 5.38 2.88 2.81 2.38 2.00 1.69 1.25 1.06 0.81 0.81 0.56 0.38 -0.00 -0.12 0.06 0.25 0.25 0.19
-6.75 -6.75 -6.62 -7.31 -2.81 2.56 2.56 2.31 1.75 1.12 0.81 0.69 0.62 0.62 0.62 0.62 0.38 0.06 -0.31 -0.44 -0.19 -0.44
-6.88 -6.81 -6.62 -7.31 -2.81 2.50 2.69 2.44 1.75 1.19 0.81 0.69 0.56 0.56 0.69 0.69 0.50 0.31 -0.06 -0.44 -0.31 -0.38
-7.00 -6.94 -6.69 -7.50 -2.81 2.62 2.69 2.75 1.94 1.12 0.75 0.62 0.62 0.62 0.62 0.62 0.62 0.44 -0.12 -0.69 -0.75 -0.75
-7.12 -7.00 -6.75 -7.50 -3.00 2.06 2.19 2.56 1.88 1.19 0.88 0.75 0.75 0.69 0.62 0.69 0.69 0.31 -0.50 -1.31 -1.50 -1.31
-7.25 -7.06 -6.81 -7.75 -3.06 2.06 1.69 2.25 2.38 1.81 1.12 0.81 0.75 0.75 0.75 0.75 0.62 0.25 -0.44 -1.31 -1.69 -1.69
-7.38 -7.19 -7.00 -7.81 -2.81 1.06 0.50 2.44 2.81 2.12 1.25 0.94 0.81 0.69 0.62 0.69 0.69 0.38 -0.25 -1.00 -1.50 -1.81
-7.50 -7.38 -7.38 -7.12 -7.94 -4.00 2.00 3.00 3.06 2.81 2.00 1.25 0.94 0.81 0.75 0.75 0.62 0.25 -0.19 -1.00 -1.88 -2.06
-7.75 -7.56 -7.44 -7.31 -8.19 -2.87 2.94 2.69 3.06 3.06 2.19 1.25 0.88 0.62 0.56 0.62 0.56 0.19 -0.38 -1.25 -2.38 -2.94
-7.94 -7.81 -7.69 -7.56 -8.31 -2.87 2.50 2.25 2.88 2.69 1.88 1.06 0.75 0.50 0.19 0.25 0.50 0.12 -0.56 -1.44 -2.50 -3.06
-8.06 -7.94 -7.69 -8.00 -8.06 -2.31 2.31 2.00 2.31 2.12 1.75 1.19 0.75 0.56 0.50 0.50 0.44 0.12 -0.44 -1.31 -2.31 -2.81
-8.19 -8.06 -7.69 -8.56 -4.69 1.62 2.25 1.81 1.88 1.69 1.56 1.25 0.88 0.75 0.75 0.69 0.44 0.06 -0.38 -1.06 -1.75 -2.00
-8.25 -8.06 -7.75 -8.75 -3.50 3.00 2.38 1.75 1.56 1.38 1.50 1.44 1.19 1.06 0.94 0.75 0.44 -0.00 -0.38 -0.62 -0.69 -0.56
-8.38 -8.19 -7.88 -8.69 -3.62 2.56 2.25 1.69 1.44 1.50 1.81 1.75 1.38 1.12 0.88 0.62 0.31 -0.12 -0.44 -0.69 -0.62 -0.19
-8.50 -8.31 -8.00 -8.75 -3.88 1.81 1.62 1.62 1.69 2.06 2.44 2.12 1.56 1.19 0.81 0.44 0.06 -0.12 -0.19 -0.62 -0.81 -0.56
-8.50 -8.31 -8.00 -8.75 -4.12 1.19 1.25 1.88 2.19 2.38 2.50 2.06 1.44 1.12 0.81 0.50 0.19 -0.00 -0.12 -0.62 -0.81 -0.56
-8.62 -8.44 -8.06 -9.00 -3.88 1.12 0.88 2.38 2.56 2.38 2.25 1.88 1.56 1.31 1.00 0.75 0.44 0.12 -0.19 -0.81 -0.81 -0.25
-8.56 -8.44 -8.12 -9.00 -4.44 0.44 0.81 2.44 2.69 2.44 2.38 2.12 1.69 1.31 1.06 1.00 0.88 0.69 0.44 0.12 0.19 0.25
-8.38 -8.44 -8.19 -9.00 -4.19 1.38 1.38 2.19 2.69 2.75 2.62 2.12 1.56 1.25 1.00 0.88 0.75 0.44 0.06 -0.25 -0.06 0.25
-8.38 -8.38 -8.12 -8.94 -4.38 1.25 1.44 2.06 2.75 3.00 2.75 2.00 1.31 1.06 0.88 0.75 0.56 0.25 -0.06 -0.44 -0.44 -0.19
-8.25 -8.25 -8.06 -8.75 -3.94 1.44 1.38 2.12 2.94 3.19 2.75 1.88 1.25 0.94 0.69 0.56 0.25 -0.19 -0.62 -0.88 -0.69 -0.50
-8.19 -8.25 -8.06 -8.88 -3.81 0.81 0.56 2.19 2.88 2.88 2.00 1.19 1.06 1.00 0.69 0.38 0.12 -0.31 -1.00 -1.38 -1.00 -0.56
-8.06 -8.12 -8.06 -8.25 -7.94 -4.44 -0.06 2.00 2.94 3.06 2.56 1.81 1.31 1.00 0.56 0.38 0.25 -0.12 -0.62 -0.88 -0.69 -0.50
-8.19 -8.25 -8.12 -8.19 -8.62 -5.75 -0.50 2.25 3.06 3.00 2.19 1.44 1.19 1.00 0.81 0.62 0.44 0.06 -0.44 -0.44 -0.12 -0.19
-8.56 -8.69 -8.50 -8.81 -7.62 -3.56 0.50 2.69 3.19 3.00 2.44 1.75 1.25 1.00 0.75 0.44 0.06 -0.50 -1.06 -0.75 -0.12 -0.19
-9.00 -9.19 -8.31 -8.12 -3.62 0.62 1.25 3.06 3.25 2.81 2.25 1.69 1.19 0.81 0.56 0.31 -0.12 -0.81 -1.50 -1.31 -0.62 -0.50
-8.88 -7.62 -6.25 -7.19 -3.88 0.12 1.25 3.12 3.19 2.94 2.44 1.81 1.25 0.88 0.62 0.25 -0.19 -0.81 -1.44 -1.25 -0.75 -0.75
-1.56 -1.56 -1.62 -1.81 -1.31 7.69 4.00 3.44 2.50 1.94 1.69 1.50 1.38 1.31 1.12 0.94 0.69 0.38 0.12 -0.00 0.50 0.19
-1.44 -1.44 -1.44 -1.69 -1.06 7.94 3.38 3.69 2.44 1.94 1.81 1.69 1.44 1.38 1.19 1.06 0.94 0.62 0.44 0.12 0.56 0.38
-1.38 -1.38 -1.31 -1.56 -0.88 7.69 3.12 3.81 2.94 2.12 1.94 1.75 1.56 1.50 1.31 1.25 1.12 0.94 0.69 0.25 0.44 0.25
-1.31 -1.31 -1.25 -1.44 -0.94 7.38 3.31 4.19 3.56 2.38 2.00 1.81 1.62 1.62 1.44 1.31 1.25 1.19 0.69 0.12 0.12 -0.00
-1.25 -1.25 -1.25 -1.44 -0.94 7.62 3.25 4.44 3.69 2.75 1.94 1.88 1.62 1.69 1.56 1.38 1.31 1.19 0.62 -0.00 -0.19 -0.12
-1.31 -1.31 -1.31 -1.56 -0.88 5.62 3.62 4.12 3.44 2.88 1.81 1.69 1.56 1.69 1.56 1.44 1.31 1.12 0.69 0.06 -0.12 -0.12
-1.44 -1.38 -1.44 -1.56 -1.19 0.69 5.06 3.19 3.19 2.81 2.06 1.50 1.56 1.62 1.62 1.56 1.44 1.19 0.94 0.25 -0.06 -0.12
-1.56 -1.44 -1.50 -1.38 -1.75 -1.12 6.25 2.69 3.12 2.94 2.56 1.56 1.69 1.62 1.75 1.81 1.62 1.38 1.12 0.38 -0.25 -0.38
-1.56 -1.50 -1.50 -1.25 -2.38 1.06 5.56 2.94 3.12 3.06 2.88 1.75 1.69 1.56 1.50 1.44 1.38 1.44 1.06 0.38 -0.31 -0.62
-1.44 -1.44 -1.50 -1.25 -3.00 4.69 3.62 3.31 3.12 3.19 3.06 2.25 1.50 1.44 1.19 1.00 1.06 1.25 0.88 0.38 -0.19 -0.56
-1.31 -1.31 -1.44 -1.31 -2.62 7.94 3.00 3.75 3.38 3.44 3.19 2.62 1.31 1.25 1.12 1.12 1.06 1.12 0.88 0.44 -0.06 -0.44
-1.19 -1.19 -1.31 -1.31 -1.69 8.75 3.50 4.19 3.75 3.62 3.12 2.38 1.19 1.12 1.19 1.31 1.31 1.25 0.94 0.38 0.06 -0.19
-1.00 -1.06 -1.19 -1.19 -1.19 8.19 3.81 4.56 3.94 3.50 2.81 2.06 1.12 1.25 1.31 1.44 1.50 1.31 0.75 0.25 0.25 0.12
-0.81 -0.94 -1.00 -1.06 -1.00 8.25 3.94 4.75 3.94 3.31 2.75 2.25 1.31 1.50 1.44 1.44 1.38 1.12 0.56 0.31 0.38 0.25
-0.62 -0.69 -0.75 -0.94 -0.56 8.62 3.81 4.62 3.81 3.38 3.06 2.69 1.50 1.56 1.44 1.38 1.19 1.00 0.56 0.44 0.44 0.38
-0.31 -0.38 -0.50 -0.62 -0.19 8.38 3.31 4.44 3.81 3.62 3.25 2.69 1.44 1.50 1.44 1.38 1.12 0.88 0.50 0.44 0.38 0.38
